"Project ID","Project Name","Project Status","Construction Status","Plannning Approval Address","Zip Code","Block","Lot","Supervisor District","City Analysis Neighborhood","Planning Neighborhood","Lead Agency","General Housing Program","Specific Program Area","Multiphase or Multisite Project Name","Redevelopment Project Area","Project Type","Housing Tenure","SSP Acquisition Date","Issuance of Notice to Proceed Date","Issuance of Building Permit Date","Issuance of First Construction Document Date","Estimated/Actual Construction Start Date","Estimated Construction Completion Date","Project Lead Sponsor","Project Co-Sponsor","Project Owner","Planning  Case Number","Planning Entitlements","Entitlement Approval Date","Section 415 Declaration","Total Project Units","MOHCD Affordable Units","% Affordable","SRO Units","Studio Units","1bd Units","2bd Units","3bd Units","4bd Units","5+ bd Units","Mobility Units","Family Units","Senior Units","TAY Units","Homeless Units","Disabled Units","LOSP Units","Public Housing Replacement Units","20% AMI","30% AMI","40% AMi","50% AMI","55% AMI","60% AMI","80% AMI","90% AMI","100% AMI","105% AMI","110% AMI","120% AMI","130% AMI","150% AMI","AMI Undeclared","Latitude","Longitude","Location"
"2017-023","301 6th St","Construction","(4) Site Work Permit Issued","301 6th St","94107","3753","122","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"03/26/2019",,,,"Reuben, Junius & Rose, LLP",,,"2013.0538","2013.0538E,2013.0538ENX,2013.0538SHD,2013.0538TDM,2013.0538U","10/05/2017","On-site BMR Project","95","13","14","0","3","5","5","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","37.77844191","-122.4050521","(37.77844191, -122.4050521)"
"2021-028","425 Broadway","Pre-Construction","(3) Design with Entitlements Approved","425 Broadway","94133","163","2","3","North Beach","Financial District","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Ian Birchall",,,"2017-015678PRJ","2024-005966CUA, 2024-005966PRJ (Modified Project), 2024-005966CUA","12/16/2021","On-site BMR Project; Fee Payment","42","5","12","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","1","0","0","37.79785016","-122.4041487","(37.79785016, -122.4041487)"
"2023-039a","Freedom West Senior","Pre-Construction","(3) Design with Entitlements Approved","880 McAllister St","94102","770","27","5","Western Addition","Western Addition","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Freedom West","Western Addition-Area 2","New Construction","Rental",,"10/01/2026",,,"06/01/2026",,"The John Stewart Company","Freedom West Homes Corporation",,"2024-003742PRJ",,,,"115","114","99","0","0","81","33","0","0","0","0","0","114","0","0","0","0","0","0","0","0","0","0","73","41","0","0","0","0","0","0","0","0","37.77993551","-122.4250732","(37.77993551, -122.4250732)"
"2024-003","2059 Mission","Building Rehabilitation (Construction)","(5) First Construction Document Issued","2059 Mission St","94110","3570","23","9","Mission","Mission","MOHCD","MOHCD 100% Affordable (Preservation)","Big Sites Program",,"Not in an OCII Project Area","Rehabilitation","Rental",,"10/31/2025","09/30/2025",,"10/31/2025","07/01/2026","Mission Economic Development Agency",,"Mission Economic Development Agency",,,,,"35","35","100","2","28","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","37.76405091","-122.4192244","(37.76405091, -122.4192244)"
"2011-035","Parkmerced - Phase 2","Pre-Construction","(3) Design with Entitlements Approved","3711 19th Ave","94132",,,"7","Lakeshore","Lakeshore","MOHCD","Inclusionary Housing","Inclusionary Housing Program","Parkmerced","Not in an OCII Project Area","New Construction","Rental",,,,,,,"Maximus",,,"2008.0021","2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z","02/10/2011","On-site BMR Project; Fee Payment","711","36","5","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","37.72052876","-122.4757067","(37.72052876, -122.4757067)"
"2016-129","CP-9a South","Pre-Construction","(3) Design with Entitlements Approved","89 Harney Way","94124","5000","35","10","Bayview Hunters Point","Bayview","OCII","Other Ownership Programs","Limited Equity Program",,"HP Shipyard Phase 2","New Construction","Ownership",,"06/01/2028",,,"06/01/2028","11/30/2029",,,,,,"05/16/2017",,"124","13","10","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","37.71178966","-122.3845148","(37.71178966, -122.3845148)"
"2019-029","1939 Market","Construction","(4) Site Work Permit Issued","1939 Market St","94103","3501","6","8","Mission","Mission","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"Not in an OCII Project Area","New Construction","Rental",,"11/15/2026","10/13/2023",,"11/15/2026","08/15/2028","Mercy Housing CA","Openhouse",,"2022-009171PRJ",,"09/29/2023",,"187","185","99","0","106","79","0","0","0","0","28","0","185","0","40","0","40","0","37","78","0","20","0","50","0","0","0","0","0","0","0","0","0","37.76993422","-122.4252924","(37.76993422, -122.4252924)"
"2018-014","280 7th St","Pre-Construction","(3) Design with Entitlements Approved","280 7th St","94103","3730","290","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,"12/31/2024",,"07/01/2025",,"Dragonfly Assets C-54, LLC",,,"2016-004946PRJ","2016-004946ENV,2016-004946ENX,2016-004946PPA,2016-004946SHD,2016-004946TDM","07/26/2018","On-site BMR Project","20","2","10","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","37.77696049","-122.4083179","(37.77696049, -122.4083179)"
"2023-030","Treasure Island Parcel C2.3","Pre-Construction","(0) Multiphase Project before Predevelopment","Multiphase Project Address not Assigned","94130",,,"6","Treasure Island","Treasure Island/YBI","MOHCD","Inclusionary Housing","Inclusionary Housing Program","Treasure Island","Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Multiphase Project Sponsor not Assigned","Multiphase Project Sponsor not Assigned","Multiphase Project Owner not Assigned",,,,"On-site BMR Project","83","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","37.8196362","-122.3725637","(37.8196362, -122.3725637)"
"2016-088","Transbay Block 2 West (Senior)","Construction","(5) First Construction Document Issued","Address not yet assigned","94105",,,"6","Financial District/South Beach","South of Market","OCII","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Transbay","Transbay","New Construction","Rental",,"03/11/2024","10/24/2023","02/06/2024","03/11/2024","02/18/2026","Chinatown Community Development Center",,"Chinatown Community Development Center","Not Applicable",,"11/01/2022",,"151","150","99","0","39","111","0","0","0","0","76","0","150","0","30","0","30","0","0","24","0","66","0","60","0","0","0","0","0","0","0","0","0","37.78912663","-122.3926336","(37.78912663, -122.3926336)"
"2021-016","1525 Pine","Pre-Construction","(3) Design with Entitlements Approved","1525 Pine St","94109","667","20","3","Nob Hill","Nob Hill","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"1525 Pine Street Dev LLC",,,"2015-009955PRJ",,"07/22/2021","On-site BMR Project; Fee Payment","21","2","10","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","37.78932107","-122.4208144","(37.78932107, -122.4208144)"
"2022-003","600 McAllister","Pre-Construction","(3) Design with Entitlements Approved","600 McAllister St","94102","768","72","5","Western Addition","Downtown/Civic Center","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,"02/09/2024",,"S. Hekemian Group",,"Giannini Properties No. 1","2019-014735PRJ","2019-014735CUA","02/10/2022","On-site BMR Project; Fee Payment","196","29","15","0","17","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","6","0","0","0","6","0","0","0","0","37.78006692","-122.4221526","(37.78006692, -122.4221526)"
"2018-036","1052-1060 Folsom","Pre-Construction","(3) Design with Entitlements Approved","1052 Folsom St","94103","3731","87","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,"07/01/2023",,,,,"Golden Properties, LLC",,,"2016-004905PRJ",,"12/20/2018","On-site BMR Project","59","14","24","0","0","6","8","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","10","0","2","0","0","0","2","0","0","0","0","37.77768515","-122.4070961","(37.77768515, -122.4070961)"
"2016-049","901 16th (related to 1200 17th)","Construction","(4) Site Work Permit Issued","901 16th St","94107","3949","1","10","Mission Bay","Potrero Hill","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"03/19/1996",,,,"Potrero Partners, LLC",,,"2011.13","2011.1300E,2011.1300K,2011.1300PPA,2011.1300U,2011.1300X","05/12/2016","On-site BMR Project","260","42","16","0","8","17","15","2","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","37.76612471","-122.3954109","(37.76612471, -122.3954109)"
"2020-018","Balboa Reservoir Building E","Construction","(5) First Construction Document Issued","TBD Lee Ave","94112",,,"7","West of Twin Peaks","West of Twin Peaks","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Balboa Reservoir","Not in an OCII Project Area","New Construction","Rental",,"01/26/2026",,,"09/30/2025",,"BRIDGE Housing",,,"2018-007883PHA-03","File Number 200423","03/10/2021",,"128","127","99","0","0","56","39","32","0","0","20","128","0","0","0","0","0","0","0","31","0","36","0","60","0","0","0","0","0","0","0","0","0","37.72553","-122.4539184","(37.72553, -122.4539184)"
"2020-025","4128 3rd St","Construction","(4) Site Work Permit Issued","4128 3rd St","94124","5260","36","10","Bayview Hunters Point","Bayview","OCII","Inclusionary Housing","OCII Inclusionary Rental Program",,"Bayview Hunters Point","New Construction","Ownership",,,"06/29/2020",,"04/06/2025",,,,,,,"04/07/2020",,"8","2","25","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","37.73998198","-122.3891768","(37.73998198, -122.3891768)"
"2025-002","5012 3rd St","Pre-Construction","(3) Design with Entitlements Approved","5012 3rd St","94124","5338","53","10","Bayview Hunters Point","Bayview","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Bayview Hunters Point","New Construction","Ownership",,,,,,,"Riyad Ghannam",,,"2019-020818PRJ",,"07/29/2021","On-site BMR Project","29","5","17","0","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","1","0","0","37.73307464","-122.3916212","(37.73307464, -122.3916212)"
"2020-024","98 Franklin","Pre-Construction","(3) Design with Entitlements Approved","98 Franklin St","94102","836","13","6","Hayes Valley","Downtown/Civic Center","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"J. Abrams Law, PC",,,"2016-014802PRJ","2016-014802PRJ, 2016-014802DNX, 2016-014802DNX-02, 2016-014802DVA, 2016-014802ENV-02, 2016-014802MAP, 2016-014802PCA","05/28/2020","On-site BMR Project","345","69","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","0","0","0","0","0","0","0","0","0","0","0","37.77500277","-122.4205555","(37.77500277, -122.4205555)"
"2019-023","262 7th St","Pre-Construction","(3) Design with Entitlements Approved","262 7th St","94103","3730","7","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"Nader Heydayian",,,"2014.0334PRJ","2014.0334PRJ","10/03/2019","On-site BMR Project","96","17","18","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","4","0","0","0","4","0","0","0","0","37.77698563","-122.4087067","(37.77698563, -122.4087067)"
"2016-110","1270 Mission","Construction","(4) Site Work Permit Issued","1270 Mission St","94103","3701","21","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"10/17/2019",,,,"AGI Avant",,,"2014.0926","2014.0926DNX,2014.0926GPA,2014.0926MAP,2014.0926PCA,2014.0926PPA,2014.0926SHD,2014.0926U,2014.0926VAR","10/27/2016","On-site BMR Project","299","64","21","0","16","33","12","3","0","0","0","64","0","0","0","0","0","0","0","0","0","0","61","0","0","3","0","0","0","0","0","0","0","37.77680708","-122.4145159","(37.77680708, -122.4145159)"
"2016-090","Mission Bay South 4 East (Phase I)","Pre-Construction","(3) Design with Entitlements Approved","506 China Basin St","94158","8711","029B","6","Mission Bay","South of Market","OCII","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Mission Bay South","Mission Bay","New Construction","Rental",,,"06/01/2026",,"02/27/2027","07/01/2030","Curtis Development","Bayview Senior Services","Curtis Development","Not Applicable",,"11/18/2025",,"165","163","99","0","0","46","77","42","0","0","0","164","0","0","33","0","33","0","0","5","20","61","0","29","31","17","0","0","0","0","0","0","2","37.77249388","-122.3900849","(37.77249388, -122.3900849)"
"2022-009","350 Ocean","Pre-Construction","(3) Design with Entitlements Approved","350 Ocean Ave","94112","3212","23","11","Outer Mission","Outer Mission","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,"05/17/2024",,"Jeremy Schaub",,,"2017-001961PRJ","2017-001961CUA","05/19/2022","On-site BMR Project; Fee Payment","35","6","17","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","1","0","0","0","0","37.72323358","-122.4437911","(37.72323358, -122.4437911)"
"2023-041","3260 26th St","Construction","(5) First Construction Document Issued","3260 26th St","94110","6526","12","9","Mission","Mission","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"07/17/2025",,"01/15/2026",,"Reuben, Junius & Rose, LLP",,,"2020-005253PRJ",,,"On-site BMR Project; Fee Payment","42","5","12","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","37.74939613","-122.4151444","(37.74939613, -122.4151444)"
"2015-033e","Sunnydale Block 9","Construction","(5) First Construction Document Issued","1652 Sunnydale Ave","94134","6310","1","10","Visitacion Valley","Visitacion Valley","MOHCD","MOHCD 100% Affordable (New Development)","HOPE SF","Sunnydale HOPE SF","Not in an OCII Project Area","New Construction","Rental",,"06/10/2025","08/12/2024","05/29/2025","06/11/2025",,"Related California","Mercy Housing CA",,"2010.0305PHA-06",,"03/03/2017",,"95","94","99","0","0","10","51","21","12","0","15","94","0","0","0","0","0","0","0","29","0","49","0","12","0","0","0","0","0","0","0","0","4","37.71255955","-122.4178072","(37.71255955, -122.4178072)"
"2021-007","4712-4720 3rd St","Construction","(4) Site Work Permit Issued","4712-4720 3rd St","94123","5311","35","10","Bayview Hunters Point","Bayview","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"08/01/2019",,,,"CTW Home Improvement Inc",,,"2020-003042PRJ",,,"On-site BMR Project","21","4","19","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","1","0","0","0","0","37.7354428","-122.3907983","(37.7354428, -122.3907983)"
"2021-008","6424 3rd St","Pre-Construction","(3) Design with Entitlements Approved","6424 3rd St","94123","5470","2","10","Bayview Hunters Point","Bayview","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Antrea Investments & Trading LLC",,,"2014.1058","2014.1058CUA","05/13/2021","On-site BMR Project","17","2","12","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","37.71984966","-122.3971134","(37.71984966, -122.3971134)"
"2024-007","842 California","Pre-Construction","(3) Design with Entitlements Approved","842 California St","94108","243","27","3","Chinatown","Chinatown","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,"09/25/2026",,"Acme Development, LLC",,,"2023-009219PRJ",,"09/26/2024","On-site BMR Project; Fee Payment","32","5","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","37.79238268","-122.4084759","(37.79238268, -122.4084759)"
"2018-007","429 Beale (aka 430 Main)","Pre-Construction","(3) Design with Entitlements Approved","429 Beale St","94105","3767","305, 306","6","Financial District/South Beach","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"Reuben, Junius & Rose, LLP",,,"2014-002033PRJ","2014-002033DNX,2014-002033ENV,2014-002033PPA,2014-002033TDM","05/24/2018","On-site BMR Project","144","19","13","0","8","3","8","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","37.78724763","-122.3903514","(37.78724763, -122.3903514)"
"2023-037","5425 Mission","Pre-Construction","(2) Predevelopment Feasibility","5425 Mission St","94112","6468","19","11","Excelsior","Crocker Amazon","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"Sia Consulting Corp",,,,,,"On-site BMR Project","29","6","21","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","1","0","0","0","0","37.71333159","-122.4435558","(37.71333159, -122.4435558)"
